Date,Note from the news,Weight
22/12/2021,CONFERENZA STAMPA DI FINE ANNO. Conferenza stampa di fine anno: in primo piano l'emergenza pandemia. La priorità è la . Conferenza stampa di fine anno: in primo piano l'emergenza pandemia. La priorità è la terza dose dice il premier che sul nodo Quirinale sottolinea: “Sono un nonno al servizio delle istituzioni”.terza dose dice il premier che sul nodo Quirinale sottolinea: “Sono un nonno al servizio delle istituzioni”.,0
22/12/2021,VERSO NUOVE MISURE. Attesa per la cabina di regia che è chiamata a decidere sulle nuove restrizioni. Tra le misure sul tavolo . Attesa per la cabina di regia che è chiamata a decidere sulle nuove restrizioni. Tra le misure sul tavolo l'anticipo della terza dose e la modifica della scadenza del green pass.l'anticipo della terza dose e la modifica della scadenza del green pass.,-10
22/12/2021,"SCUOLA, IL MINISTRO SMENTISCE. Il ministro Bianchi ribadisce la linea: no ad un proseguimento delle vacanze. La scuola è il . Il ministro Bianchi ribadisce la linea: no ad un proseguimento delle vacanze. La scuola è il comparto che con più prontezza ha risposto all'invito alla vaccinazione.comparto che con più prontezza ha risposto all'invito alla vaccinazione.",10
23/12/2021,"VARATO IL DL FESTIVITÀ. Il Consiglio dei ministri vara il nuovo pacchetto anti Covid per arginare l’ondata in corso. Vietate le feste . Il Consiglio dei ministri vara il nuovo pacchetto anti Covid per arginare l’ondata in corso. Vietate le feste di piazza, torna l'obbligo di mascherina all'aperto anche in zona bianca.di piazza, torna l'obbligo di mascherina all'aperto anche in zona bianca.",-10
23/12/2021,"OMICRON VARIANTE PREVALENTE. Covid, sono quasi 45mila i nuovi casi registrati, la nuova ondata Omicron non si arresta e . Covid, sono quasi 45mila i nuovi casi registrati, la nuova ondata Omicron non si arresta e rappresenta il 28% dei nuovi contagi, soprattutto tra le fasce più giovani.rappresenta il 28% dei nuovi contagi, soprattutto tra le fasce più giovani.",0
24/12/2021,"TAMPONI, È RECORD. Mentre il tasso di positività aumenta al 5,4%, si registra un nuovo record di tamponi effettuati, quasi un . Mentre il tasso di positività aumenta al 5,4%, si registra un nuovo record di tamponi effettuati, quasi un milione. I non vaccinati sono rappresentati da 5,6 milioni di persone.milione. I non vaccinati sono rappresentati da 5,6 milioni di persone.",0
25/12/2021,"RECORD DI GREEN PASS SCARICATI. È il secondo Natale nell'era Covid. Mentre il tasso di positività continua ad aumentare, sono . È il secondo Natale nell'era Covid. Mentre il tasso di positività continua ad aumentare, sono quasi due milioni i green pass scaricati nelle ultime 24 ore. Continua la corsa ai tamponi.quasi due milioni i green pass scaricati nelle ultime 24 ore. Continua la corsa ai tamponi.",10
25/12/2021,MIGLIAIA DI VOLI CANCELLATI. In tutto il mondo l'effetto più tangibile delle difficoltà legate al Covid si registra negli aeroporti: oltre . In tutto il mondo l'effetto più tangibile delle difficoltà legate al Covid si registra negli aeroporti: oltre 5.600 i voli cancellati a causa di improvvisi vuoti in organico dovuti a contagi.5.600 i voli cancellati a causa di improvvisi vuoti in organico dovuti a contagi.,-10
26/12/2021,UN ANNO FA L'ARRIVO DEI VACCINI. Un anno fa l'arrivo delle prime dosi di vaccino e l'inizio della macchina di vaccinazione che . Un anno fa l'arrivo delle prime dosi di vaccino e l'inizio della macchina di vaccinazione che oggi continua a pieno ritmo. Da oggi al via prenotazioni booster per 16 e 17 anni.oggi continua a pieno ritmo. Da oggi al via prenotazioni booster per 16 e 17 anni.,10
27/12/2021,"CONTAGI, NUOVO RECORD. Nuovo record di contagi per l'Italia. Prosegue intanto l'aumento dei ricoveri e crescono le terapie . Nuovo record di contagi per l'Italia. Prosegue intanto l'aumento dei ricoveri e crescono le terapie intensive. Oltre 98mila i nuovi casi Covid registrati. Il tasso di positività sale al 9,5%.intensive. Oltre 98mila i nuovi casi Covid registrati. Il tasso di positività sale al 9,5%.",-10
27/12/2021,"BIANCHI: LA SCUOLA È SICURA. ""In caso di focolai a decidere le chiusure saranno i presidenti di Regione o i sindaci"" precisa il . ""In caso di focolai a decidere le chiusure saranno i presidenti di Regione o i sindaci"" precisa il ministro dell’Istruzione Bianchi. La scuola è sicura, si torna in classe il 10 gennaio.ministro dell’Istruzione Bianchi. La scuola è sicura, si torna in classe il 10 gennaio.",10
27/12/2021,DA GENNAIO TERZA DOSE A 4 MESI. Il commissario per l’emergenza Covid Figliuolo annuncia che dal 10 gennaio si partirà con la . Il commissario per l’emergenza Covid Figliuolo annuncia che dal 10 gennaio si partirà con la scadenza a quattro mesi per tutti coloro che possono essere vaccinati con la terza dose.scadenza a quattro mesi per tutti coloro che possono essere vaccinati con la terza dose.,0
28/12/2021,"QUARANTENA, PRESSING DEI GOVERNATORI. Cresce il pressing delle regioni per introdurre cambiamenti sulle regole per la quarantena. . Cresce il pressing delle regioni per introdurre cambiamenti sulle regole per la quarantena. All'esame del All'esame del CtsCtsl'ipotesi di ridurla a 5 giorni per vaccinati asintomatici.l'ipotesi di ridurla a 5 giorni per vaccinati asintomatici.",10
29/12/2021,NUOVO DECRETO COVID. Il Consiglio dei Ministri approva il nuovo decreto legge che introduce nuove misure in merito all’estensione del . Il Consiglio dei Ministri approva il nuovo decreto legge che introduce nuove misure in merito all’estensione del Green Pass rafforzato e abolizione della quarantena per vaccinati a determinate condizioni.Green Pass rafforzato e abolizione della quarantena per vaccinati a determinate condizioni.,10
29/12/2021,"OSPEDALI IN AFFANNO. Ospedali in affanno, superata sopra la soglia critica. Sfiorati i centomila contagi, oltre 32mila solo nella . Ospedali in affanno, superata sopra la soglia critica. Sfiorati i centomila contagi, oltre 32mila solo nella regione Lombardia. In crescita il numero dei ricoveri.regione Lombardia. In crescita il numero dei ricoveri.",-10
30/12/2021,OBBLIGO VACCINALE AL CENTRO DEL DIBATTITO. Per arginare la velocità della nuova ondata subito in vigore le nuove regole per la . Per arginare la velocità della nuova ondata subito in vigore le nuove regole per la quarantena. Il tema del super green pass per i lavoratori e l'obbligo vaccinale continuano ad alimentare la scena politica.quarantena. Il tema del super green pass per i lavoratori e l'obbligo vaccinale continuano ad alimentare la scena politica.,0
30/12/2021,"LUNGHE CODE PER I TAMPONI. La corsa al tampone registrata negli ultimi giorni dell'anno crea disagi e getta in affanno le . La corsa al tampone registrata negli ultimi giorni dell'anno crea disagi e getta in affanno le farmacie. A Roma, Napoli, Milano lunghe code fin dalle prime ore della mattina.farmacie. A Roma, Napoli, Milano lunghe code fin dalle prime ore della mattina.",0
31/12/2021,MESSAGGIO DI FINE ANNO. Ultimo discorso di fine anno per il presidente Mattarella che rivolge un messaggio ai giovani e spende parole . Ultimo discorso di fine anno per il presidente Mattarella che rivolge un messaggio ai giovani e spende parole di elogio e ringraziamento per il senso di responsabilità della popolazione nell’affrontare la pandemia.di elogio e ringraziamento per il senso di responsabilità della popolazione nell’affrontare la pandemia.,0
31/12/2021,"COVID, NUOVO RECORD. Oltre 144mila nuovi casi e 155 decessi. L'anno si conclude con un nuovo record di contagi e . Oltre 144mila nuovi casi e 155 decessi. L'anno si conclude con un nuovo record di contagi e tamponi.tamponi.La regione con il maggior numero di nuovi casi si conferma la Lombardia davanti a Toscana, Campania, Piemonte ed La regione con il maggior numero di nuovi casi si conferma la Lombardia davanti a Toscana, Campania, Piemonte ed Emilia Romagna.Emilia Romagna.",-10
01/01/2022,"ZONA GIALLA PER DIVERSE REGIONI. La curva dei contagi cresce ancora, con un ulteriore picco previsto per la metà di gennaio.A causa del superamento dei parametri, Lombardia, Piemonte, Lazio e Sicilia dal 3 gennaio in zona gialla.",-10
01/01/2022,"CAPODANNO DI RIGORE.Europa assediata dalla variante Omicron, la pandemia condiziona l’arrivo del nuovo anno. In Italiavietate le tradizionali feste di piazza. Nelle grandi città centri storici blindati.",-10
02/01/2022,"GOVERNO AL LAVORO. Il Governo lavora all’estensione del super green pass con lo scopo di arginare i contagi. Resta il nodo suicriteri di apertura della scuola, si studia un nuovo protocollo per le quarantene.",0
03/01/2022,“NESSUN RITORNO ALLO SMART WORKING”. Il ministro per la Pubblica amministrazione Brunetta blocca i sindacati e ribadiscel’intenzione di non rivedere le norme sullo smart working alla luce dell’aumento dei contagi.,10
03/01/2022,"QUARTA DOSE, VIA LIBERA IN ISRAELE. La variante Omicron si diffonde in tutto il mondo molto rapidamente. In Israele, chedal 9 gennaio consentirà agli stranieri di entrare nel Paese con immunità al Covid, via libera alla quarta dose.",0
04/01/2022,"MISURE ANTI COVID, GOVERNO AL LAVORO. Il tema delle misure anti Covid resta centrale all’interno del confronto politico. IlGoverno al lavoro sul super green pass per i lavoratori e il rientro a scuola. Draghi riunisce il Cdm.",-10
05/01/2022,"PANDEMIA, NUMERI PESANTI. Crescono i contagi, con un tasso di positività che sfiora il 14% sono oltre 170 mila i casi registrati,mentre aumentano le lunghe per sottoporsi ai tamponi. File agli hub per le vaccinazioni.",-10
05/01/2022,"OVER 50, DAL 15 FEBBRAIO SUPER GREEN PASS. Dal 15 febbraio fino al 15 giugno sarà necessario il green pass rafforzato per ilavoratori over 50: secondo gli esperti è questa la fascia più a rischio di finire in ospedale per via del Covid.",0
06/01/2022,"FASCIA 1215 ANNI, OK AL BOOSTER . In Italia superata quota 200mila contagi in 24 ore, cresce la pressione sugli ospedali. DaNapoli arriva l’allarme dei medici. La campagna vaccinale intanto estende la platea: via libera alla fascia 12 15 anni.",0
06/01/2022,"SCUOLA IN PRESENZA. Rientro a scuola in presenza, resta questa la volontà del Governo nonostante le richieste dei governatori.Obiettivo dell’esecutivo è preservare la didattica in classe. Stanziati fondi per test gratuiti.",10
07/01/2022,"SCONTRO GOVERNOREGIONE CAMPANIA , Scontro tra la regione Campania e il Governo. Il governatore De Luca intenzionato aposticipare la riapertura delle scuole elementari e medie. Esecutivo pronto a impugnare l’ordinanza.",0
08/01/2022,"LA CURVA EPIDEMICA AVANZA. I dati dell’ISS confermano un drastico peggioramento dell’epidemia, in 24 ore si sono registratiquasi 200mila casi e il picco della quarta ondata è ancora lontano. La fascia più a rischio tra i 20 e 29 anni.",-10
09/01/2022,"OVER 50, BOOM DI VACCINAZIONI. Lunghe code negli hub e centri di vaccinazione in Italia, in molte regioni tamponi gratuiti pergli studenti in vista del ritorno a scuola. Impennata di somministrazioni per gli over 50enni.",10
10/01/2022,RITORNO SUI BANCHI. La scuola riparte. Il ministro dell’Istruzione Bianchi difende la scelta del Governo sulle modalità di rientro in classe:“L'utilizzo della didattica a distanza provoca problemi alla vita della,10
11/01/2022,LA CORSA DI OMICRON.Entro le prossime otto settimane si potrebbe infettare il 50% della popolazione. Ad annunciarlo èl'organizzazione mondiale della Sanità: la variante può contagiare persone precedentemente malate o vaccinate.,-10
15/01/2022,NO VAX IN PIAZZA. Popolo no vax e no green pass ancora in piazza nella Capitale e a Milano. Secondo l’Istituto superiore disanità la somministrazione di dose booster previene la malattia grave con un’efficacia del 98%.,10
16/01/2022,"COVID, OLTRE DUE MILIONI POSITIVI.Gli italiani positivi al virus sono oltre due milioni e mezzo, il dato più alto dall’inizio dellapandemia. Il sottosegretario Sileri avverte che entro l’anno gran parte della popolazione potrebbe aver contratto Omicron.",-10
17/01/2022,"SEGNALI DI MIGLIORAMENTO. La curva pandemica conferma il suo rallentamento, il tasso di positività scende sotto il 16% ma ilnumero delle vittime resta alto, quasi trecento. Aumentano le vaccinazioni e le dosi booster.",10
19/01/2022,"COVID, NUOVE STRATEGIE PER I COLORI DELLE REGIONI. Per contenere il numero dei contagi il Governo prepara nuove ulteriorimisure e valuta insieme alle regioni una nuova strategia per superare il sistema dei colori.",0
21/01/2022,"GREEN PASS NUOVE REGOLE. Il premier Mario Draghi firma il Dpcm sul Green Pass nei negozi: la certificazione verde non sarànecessaria al supermercato, in farmacia, negli alimentari. Niente green pass per i servizi alla salute, giustizia e sicurezza",0
22/01/2022,"CURVA PANDEMICA STABILE. Il numero dei casi resta costante, la curva pandemica continua ad essere stabile. In calo i ricoverinelle terapie intensive. Gli esperti annunciano che i no vax rischiano la vita 33 volte più di chi ha ricevuto il richiamo.",10
23/01/2022,OMICRON RALLENTA.La curva dei contagi dimostra segnali di miglioramento e si moltiplicano le voci per chiedere allentamentidelle misure. Sono oltre un milione i bambini che hanno ricevuto almeno una dose.,10
24/01/2022,"CONTAGI IN CALO. Secondo gli esperti la fase più acuta della contagiosità da Omicron potrebbe presto diminuire, la curva hainvertito la tendenza, con una lieve riduzione dei ricoveri in terapia intensiva. Da oggi si tingono di arancione Abruzzo, Fr iul i Venezia Giulia, Sicilia e Piemonte.",10
27/01/2022,"IL QUADRO COVID. Oltre un milione di tamponi effettuati, percentuale di positivi al 15%. Sono oltre 155mila i nuovi casi registrati,diminuisce il numero delle terapie intensive, la gestione ospedaliera tiene.",10
01/02/2022,"COVID, CAUTO OTTIMISMO. Il Consiglio dei ministri si appresta a semplificare le regole della scuola. In arrivo la proroga a tempoindeterminato della validità del Green Pass per chi si è sottoposto a tre dosi. Presto lo stop alla mascherina all’aperto nel le regioni",10
02/02/2022,"VERSO LA RIAPERTURA. “I dati sulle vaccinazioni sono molto incoraggianti. Vogliamo un Italia sempre più aperta, soprattutto per inostri ragazzi"". Lo annuncia il presidente del Consiglio Mario Draghi nel corso del suo intervento introduttivo al Consiglio dei ministri.",10
03/02/2022,IPOTESI GREEN PASS FINO AL 2023. La Commissione europea approva la proposta di estendere il certificato anti Covid fino a giugno 2023.In Italia inizia la distribuzione di oltre diecimila trattamenti della pillola anti Covid di Pfizer. Il Cts annuncia l'arrivo nei prossimi mesi del,0
03/02/2022,"MALUMORI NELLA MAGGIORANZA. La decisione della Lega di non votare il nuovo decreto contro l’emergenza Covidalimenta preoccupazioni nella maggioranza. Lo sottolinea in una nota il segretario del Pd Enrico Letta, augurandosi che la",0
